ensg	id	name
ENSG00000116062	DOID_5683	hereditary breast ovarian cancer
ENSG00000116288	DOID_14330	Parkinson's disease
ENSG00000116701	DOID_3265	chronic granulomatous disease
ENSG00000116745	DOID_10584	retinitis pigmentosa
ENSG00000116745	DOID_14791	Leber congenital amaurosis
ENSG00000116785	DOID_10871	age related macular degeneration
ENSG00000116906	DOID_2580	rhizomelic chondrodysplasia punctata
ENSG00000116984	DOID_14250	Down syndrome
ENSG00000117118	DOID_9253	gastrointestinal stromal tumor
ENSG00000117152	DOID_5419	schizophrenia
ENSG00000117298	DOID_10825	essential hypertension
ENSG00000117360	DOID_10584	retinitis pigmentosa
ENSG00000117385	DOID_12347	osteogenesis imperfecta
ENSG00000117400	DOID_2224	hemorrhagic thrombocythemia
ENSG00000117400	DOID_8997	polycythemia vera
ENSG00000117425	DOID_3858	medulloblastoma
ENSG00000117560	DOID_6688	autoimmune lymphoproliferative syndrome
ENSG00000117560	DOID_9074	systemic lupus erythematosus
ENSG00000117586	DOID_9074	systemic lupus erythematosus
ENSG00000117601	DOID_2452	thrombophilia
ENSG00000118046	DOID_2998	testicular cancer
ENSG00000118046	DOID_3852	Peutz-Jeghers syndrome
ENSG00000118046	DOID_4440	seminoma
ENSG00000118046	DOID_5557	testicular germ cell cancer
ENSG00000118137	DOID_1388	Tangier disease
ENSG00000118137	DOID_9538	multiple myeloma
ENSG00000118194	DOID_11986	familial hypertrophic cardiomyopathy
ENSG00000118194	DOID_12930	dilated cardiomyopathy
ENSG00000118246	DOID_3762	cytochrome-c oxidase deficiency
ENSG00000118271	DOID_12169	carpal tunnel syndrome
ENSG00000118520	DOID_9278	hyperargininemia
ENSG00000118762	DOID_898	polycystic kidney disease
ENSG00000119042	DOID_674	cleft palate
ENSG00000119401	DOID_11724	limb-girdle muscular dystrophy
ENSG00000119401	DOID_1935	Bardet-Biedl syndrome
ENSG00000119508	DOID_3369	peripheral primitive neuroectodermal tumor
ENSG00000119508	DOID_6496	extraskeletal myxoid chondrosarcoma
ENSG00000119509	DOID_12712	nephronopthisis
ENSG00000119614	DOID_10629	microphthalmia
ENSG00000119655	DOID_14504	Niemann-Pick disease
ENSG00000119684	DOID_1520	colon carcinoma
ENSG00000119684	DOID_2871	endometrial carcinoma
ENSG00000119684	DOID_9256	colorectal cancer
ENSG00000119950	DOID_10283	prostate cancer
ENSG00000120008	DOID_3070	malignant glioma
ENSG00000120149	DOID_2340	craniosynostosis
ENSG00000120457	DOID_2843	long QT syndrome
ENSG00000120693	DOID_14557	primary pulmonary hypertension
ENSG00000120729	DOID_11724	limb-girdle muscular dystrophy
ENSG00000120948	DOID_332	amyotrophic lateral sclerosis
ENSG00000121207	DOID_14791	Leber congenital amaurosis
ENSG00000121361	DOID_9007	sudden infant death syndrome
ENSG00000121653	DOID_9352	type 2 diabetes mellitus
ENSG00000121680	DOID_10582	Refsum disease
ENSG00000121680	DOID_10588	adrenoleukodystrophy
ENSG00000121680	DOID_905	Zellweger syndrome
ENSG00000121742	DOID_14693	Clouston syndrome
ENSG00000121879	DOID_10534	stomach cancer
ENSG00000121879	DOID_1520	colon carcinoma
ENSG00000121879	DOID_1612	breast cancer
ENSG00000121879	DOID_2394	ovarian cancer
ENSG00000121879	DOID_3905	lung carcinoma
ENSG00000121879	DOID_5683	hereditary breast ovarian cancer
ENSG00000121879	DOID_6498	seborrheic keratosis
ENSG00000121879	DOID_684	hepatocellular carcinoma
ENSG00000121879	DOID_9256	colorectal cancer
ENSG00000122025	DOID_9119	acute myeloid leukemia
ENSG00000122126	DOID_1056	oculocerebrorenal syndrome
ENSG00000122194	DOID_2452	thrombophilia
ENSG00000122223	DOID_7148	rheumatoid arthritis
ENSG00000122367	DOID_12930	dilated cardiomyopathy
ENSG00000122406	DOID_1339	Diamond-Blackfan anemia
ENSG00000122507	DOID_1935	Bardet-Biedl syndrome
ENSG00000122550	DOID_10584	retinitis pigmentosa
ENSG00000122643	DOID_583	hemolytic anemia
ENSG00000122691	DOID_14768	Saethre-Chotzen syndrome
ENSG00000122691	DOID_2340	craniosynostosis
ENSG00000122735	DOID_9562	primary ciliary dyskinesia
ENSG00000122779	DOID_3969	papillary thyroid carcinoma
ENSG00000122852	DOID_12716	newborn respiratory distress syndrome
ENSG00000122861	DOID_10652	Alzheimer's disease
ENSG00000123191	DOID_893	Wilson disease
ENSG00000123240	DOID_1070	primary open anle glaucoma
ENSG00000123240	DOID_332	amyotrophic lateral sclerosis
ENSG00000123454	DOID_14330	Parkinson's disease
ENSG00000123473	DOID_10907	microcephaly
ENSG00000123560	DOID_2476	hereditary spastic paraplegia
ENSG00000123560	DOID_3210	Pelizaeus-Merzbacher disease
ENSG00000123607	DOID_1935	Bardet-Biedl syndrome
ENSG00000123700	DOID_2843	long QT syndrome
ENSG00000124089	DOID_9970	obesity
ENSG00000124164	DOID_332	amyotrophic lateral sclerosis
ENSG00000124205	DOID_10487	Hirschsprung's disease
ENSG00000124205	DOID_9258	Waardenburg's syndrome
ENSG00000124212	DOID_10825	essential hypertension
ENSG00000124222	DOID_4184	pseudohypoparathyroidism
ENSG00000124479	DOID_7765	Coats disease
ENSG00000124491	DOID_2211	factor XIII deficiency
ENSG00000124491	DOID_2452	thrombophilia
ENSG00000124564	DOID_2749	glycogen storage disease I
ENSG00000124587	DOID_10582	Refsum disease
ENSG00000124587	DOID_10588	adrenoleukodystrophy
ENSG00000124587	DOID_905	Zellweger syndrome
ENSG00000124588	DOID_1612	breast cancer
ENSG00000124614	DOID_1339	Diamond-Blackfan anemia
ENSG00000124767	DOID_12849	autistic disorder
ENSG00000124788	DOID_1441	spinocerebellar ataxia
ENSG00000124788	DOID_14784	olivopontocerebellar atrophy
ENSG00000124813	DOID_13994	cleidocranial dysplasia
ENSG00000125124	DOID_1935	Bardet-Biedl syndrome
ENSG00000125347	DOID_10534	stomach cancer
ENSG00000125347	DOID_3905	lung carcinoma
ENSG00000125363	DOID_2187	amelogenesis imperfecta
ENSG00000125378	DOID_10629	microphthalmia
ENSG00000125398	DOID_14450	46 XX gonadal dysgenesis
ENSG00000125538	DOID_10534	stomach cancer
ENSG00000125730	DOID_10871	age related macular degeneration
ENSG00000125779	DOID_3981	Hallervorden-Spatz syndrome
ENSG00000125845	DOID_2352	hemochromatosis
ENSG00000125863	DOID_1930	Laurence-Moon syndrome
ENSG00000125863	DOID_1935	Bardet-Biedl syndrome
ENSG00000126088	DOID_3132	porphyria cutanea tarda
ENSG00000126215	DOID_1612	breast cancer
ENSG00000126267	DOID_3762	cytochrome-c oxidase deficiency
ENSG00000126522	DOID_14755	argininosuccinic aciduria
ENSG00000126524	DOID_12449	aplastic anemia
ENSG00000126583	DOID_1441	spinocerebellar ataxia
ENSG00000126603	DOID_12712	nephronopthisis
ENSG00000126752	DOID_5485	synovial sarcoma
ENSG00000126883	DOID_9119	acute myeloid leukemia
ENSG00000127870	DOID_3748	esophagus squamous cell carcinoma
ENSG00000127914	DOID_2843	long QT syndrome
ENSG00000127946	DOID_10283	prostate cancer
ENSG00000127980	DOID_10582	Refsum disease
ENSG00000127980	DOID_10588	adrenoleukodystrophy
ENSG00000127980	DOID_905	Zellweger syndrome
ENSG00000128322	DOID_2583	agammaglobulinemia
ENSG00000128335	DOID_5419	schizophrenia
ENSG00000128604	DOID_7148	rheumatoid arthritis
ENSG00000128656	DOID_12557	Duane retraction syndrome
ENSG00000128714	DOID_14679	VACTERL association
ENSG00000128739	DOID_11983	Prader-Willi syndrome
ENSG00000128881	DOID_1441	spinocerebellar ataxia
ENSG00000128928	DOID_14753	isovaleric acidemia
ENSG00000129038	DOID_13641	exfoliation syndrome
ENSG00000129116	DOID_4905	pancreatic carcinoma
ENSG00000129170	DOID_11986	familial hypertrophic cardiomyopathy
ENSG00000129170	DOID_12930	dilated cardiomyopathy
ENSG00000129221	DOID_14791	Leber congenital amaurosis
ENSG00000129422	DOID_684	hepatocellular carcinoma
ENSG00000129535	DOID_10584	retinitis pigmentosa
ENSG00000129757	DOID_5572	Beckwith-Wiedemann syndrome
ENSG00000129991	DOID_11986	familial hypertrophic cardiomyopathy
ENSG00000129991	DOID_12930	dilated cardiomyopathy
ENSG00000130203	DOID_10652	Alzheimer's disease
ENSG00000130203	DOID_10871	age related macular degeneration
ENSG00000130203	DOID_4423	sea-blue histiocyte syndrome
ENSG00000130283	DOID_6406	double outlet right ventricle
ENSG00000130283	DOID_6419	tetralogy of Fallot
ENSG00000130385	DOID_5426	premature ovarian failure
ENSG00000130402	DOID_1312	focal segmental glomerulosclerosis
ENSG00000130414	DOID_3652	Leigh disease
ENSG00000130561	DOID_8498	hereditary night blindness
ENSG00000130635	DOID_14720	type I Ehlers-Danlos syndrome
ENSG00000130638	DOID_1441	spinocerebellar ataxia
ENSG00000130707	DOID_9273	citrullinemia
ENSG00000130714	DOID_11724	limb-girdle muscular dystrophy
ENSG00000131018	DOID_11726	Emery-Dreifuss muscular dystrophy
ENSG00000131018	DOID_1441	spinocerebellar ataxia
ENSG00000131089	DOID_2481	infantile epileptic encephalopathy
ENSG00000131095	DOID_4252	Alexander disease
ENSG00000131096	DOID_9970	obesity
ENSG00000131183	DOID_1062	Fanconi syndrome
ENSG00000131187	DOID_14735	hereditary angioedema
ENSG00000131187	DOID_2231	factor XII deficiency
ENSG00000131398	DOID_1441	spinocerebellar ataxia
ENSG00000131482	DOID_2749	glycogen storage disease I
ENSG00000131495	DOID_3652	Leigh disease
ENSG00000131697	DOID_12712	nephronopthisis
ENSG00000131828	DOID_3649	pyruvate decarboxylase deficiency
ENSG00000131910	DOID_9970	obesity
ENSG00000132155	DOID_14291	LEOPARD syndrome
ENSG00000132155	DOID_3490	Noonan syndrome
ENSG00000132170	DOID_3070	malignant glioma
ENSG00000132170	DOID_9352	type 2 diabetes mellitus
ENSG00000132170	DOID_9970	obesity
ENSG00000132464	DOID_2187	amelogenesis imperfecta
ENSG00000132518	DOID_14791	Leber congenital amaurosis
ENSG00000132781	DOID_10534	stomach cancer
ENSG00000132781	DOID_5374	pilomatrixoma
ENSG00000132842	DOID_3753	Hermansky-Pudlak syndrome
ENSG00000132965	DOID_3455	cerebrovascular accident
ENSG00000133028	DOID_3762	cytochrome-c oxidase deficiency
ENSG00000133048	DOID_5419	schizophrenia
ENSG00000133104	DOID_2476	hereditary spastic paraplegia
ENSG00000133105	DOID_11383	cryptorchidism
ENSG00000133111	DOID_5812	MHC class II deficiency
ENSG00000133216	DOID_10283	prostate cancer
ENSG00000133392	DOID_14004	thoracic aortic aneurysm
ENSG00000133703	DOID_10534	stomach cancer
ENSG00000133703	DOID_11054	urinary bladder cancer
ENSG00000133703	DOID_1612	breast cancer
ENSG00000133703	DOID_3490	Noonan syndrome
ENSG00000133703	DOID_3905	lung carcinoma
ENSG00000133703	DOID_4905	pancreatic carcinoma
ENSG00000133703	DOID_9119	acute myeloid leukemia
ENSG00000133818	DOID_2394	ovarian cancer
ENSG00000133895	DOID_10017	Wermer syndrome
ENSG00000134086	DOID_14175	von Hippel-Lindau disease
ENSG00000134242	DOID_7148	rheumatoid arthritis
ENSG00000134242	DOID_9074	systemic lupus erythematosus
ENSG00000134242	DOID_9744	type 1 diabetes mellitus
ENSG00000134250	DOID_2736	Hajdu-Cheney syndrome
ENSG00000134250	DOID_9245	Alagille syndrome
ENSG00000134363	DOID_11612	polycystic ovary syndrome
ENSG00000134371	DOID_1540	parathyroid carcinoma
ENSG00000134376	DOID_10584	retinitis pigmentosa
ENSG00000134438	DOID_10629	microphthalmia
ENSG00000134571	DOID_11986	familial hypertrophic cardiomyopathy
ENSG00000134571	DOID_12930	dilated cardiomyopathy
ENSG00000134595	DOID_14450	46 XX gonadal dysgenesis
ENSG00000134853	DOID_9253	gastrointestinal stromal tumor
ENSG00000134982	DOID_10534	stomach cancer
ENSG00000134982	DOID_1520	colon carcinoma
ENSG00000134982	DOID_3858	medulloblastoma
ENSG00000134982	DOID_684	hepatocellular carcinoma
ENSG00000134982	DOID_9256	colorectal cancer
ENSG00000134987	DOID_1067	open-angle glaucoma
ENSG00000134987	DOID_1070	primary open anle glaucoma
ENSG00000135100	DOID_9352	type 2 diabetes mellitus
ENSG00000135100	DOID_9744	type 1 diabetes mellitus
ENSG00000135338	DOID_14791	Leber congenital amaurosis
ENSG00000135406	DOID_332	amyotrophic lateral sclerosis
ENSG00000135437	DOID_11105	fundus albipunctatus
ENSG00000135636	DOID_11720	distal muscular dystrophy
ENSG00000135636	DOID_11724	limb-girdle muscular dystrophy
ENSG00000135677	DOID_12801	mucopolysaccharidosis III
ENSG00000135744	DOID_10825	essential hypertension
ENSG00000135828	DOID_10283	prostate cancer
ENSG00000135903	DOID_4051	alveolar rhabdomyosarcoma
ENSG00000135903	DOID_9258	Waardenburg's syndrome
ENSG00000135925	DOID_14793	hypohidrotic ectodermal dysplasia
ENSG00000135929	DOID_4810	cerebrotendinous xanthomatosis
ENSG00000135960	DOID_14793	hypohidrotic ectodermal dysplasia
ENSG00000136068	DOID_14764	Larsen syndrome
ENSG00000136160	DOID_10487	Hirschsprung's disease
ENSG00000136160	DOID_9258	Waardenburg's syndrome
ENSG00000136244	DOID_8577	ulcerative colitis
ENSG00000136244	DOID_8632	Kaposi's sarcoma
ENSG00000136244	DOID_9352	type 2 diabetes mellitus
ENSG00000136463	DOID_3652	Leigh disease
ENSG00000136492	DOID_13636	Fanconi's anemia
ENSG00000136492	DOID_1612	breast cancer
ENSG00000136531	DOID_2481	infantile epileptic encephalopathy
ENSG00000136574	DOID_1882	atrial heart septal defect
ENSG00000136634	DOID_13241	Behcet's disease
ENSG00000136634	DOID_7148	rheumatoid arthritis
ENSG00000136689	DOID_10534	stomach cancer
ENSG00000136698	DOID_6406	double outlet right ventricle
ENSG00000136802	DOID_2583	agammaglobulinemia
ENSG00000136854	DOID_2481	infantile epileptic encephalopathy
ENSG00000136861	DOID_10907	microcephaly
ENSG00000136869	DOID_10871	age related macular degeneration
ENSG00000136869	DOID_1520	colon carcinoma
ENSG00000136869	DOID_9256	colorectal cancer
ENSG00000136931	DOID_14448	46 XY gonadal dysgenesis
ENSG00000136931	DOID_5426	premature ovarian failure
ENSG00000136944	DOID_1067	open-angle glaucoma
ENSG00000136944	DOID_9467	nail-patella syndrome
ENSG00000136997	DOID_8584	Burkitt's lymphoma
ENSG00000137106	DOID_2977	primary hyperoxaluria
ENSG00000137265	DOID_9538	multiple myeloma
ENSG00000137309	DOID_9352	type 2 diabetes mellitus
ENSG00000137462	DOID_1520	colon carcinoma
ENSG00000137462	DOID_9256	colorectal cancer
ENSG00000137642	DOID_10652	Alzheimer's disease
ENSG00000137672	DOID_1312	focal segmental glomerulosclerosis
ENSG00000137674	DOID_2187	amelogenesis imperfecta
ENSG00000137700	DOID_2749	glycogen storage disease I
ENSG00000137713	DOID_3905	lung carcinoma
ENSG00000137726	DOID_5419	schizophrenia
ENSG00000137868	DOID_10629	microphthalmia
ENSG00000137992	DOID_9269	maple syrup urine disease
ENSG00000138061	DOID_1067	open-angle glaucoma
ENSG00000138061	DOID_1070	primary open anle glaucoma
ENSG00000138061	DOID_11211	buphthalmos
ENSG00000138079	DOID_9266	cystinuria
ENSG00000138083	DOID_4621	holoprosencephaly
ENSG00000138293	DOID_3969	papillary thyroid carcinoma
ENSG00000138326	DOID_1339	Diamond-Blackfan anemia
ENSG00000138376	DOID_1612	breast cancer
ENSG00000138378	DOID_7148	rheumatoid arthritis
ENSG00000138378	DOID_9074	systemic lupus erythematosus
ENSG00000138413	DOID_3070	malignant glioma
ENSG00000138435	DOID_437	myasthenia gravis
ENSG00000138449	DOID_2352	hemochromatosis
ENSG00000138686	DOID_1935	Bardet-Biedl syndrome
ENSG00000138796	DOID_13317	hyperinsulinemic hypoglycemia
ENSG00000138798	DOID_1520	colon carcinoma
ENSG00000138798	DOID_9256	colorectal cancer
ENSG00000138823	DOID_1386	abetalipoproteinemia
ENSG00000138823	DOID_14221	metabolic syndrome X
ENSG00000139083	DOID_9119	acute myeloid leukemia
ENSG00000139133	DOID_2843	long QT syndrome
ENSG00000139174	DOID_891	progressive myoclonic epilepsy
ENSG00000139197	DOID_10582	Refsum disease
ENSG00000139197	DOID_10588	adrenoleukodystrophy
ENSG00000139197	DOID_905	Zellweger syndrome
ENSG00000139219	DOID_14415	Legg-Calve-Perthes Disease
ENSG00000139219	DOID_14789	spondyloepiphyseal dysplasia congenita
ENSG00000139287	DOID_1595	endogenous depression
ENSG00000139428	DOID_14749	methylmalonic acidemia
ENSG00000139515	DOID_9352	type 2 diabetes mellitus
ENSG00000139549	DOID_14448	46 XY gonadal dysgenesis
ENSG00000139567	DOID_1270	hereditary hemorrhagic telangiectasia
ENSG00000139618	DOID_10283	prostate cancer
ENSG00000139618	DOID_13636	Fanconi's anemia
ENSG00000139618	DOID_1612	breast cancer
ENSG00000139618	DOID_2154	nephroblastoma
ENSG00000139618	DOID_3070	malignant glioma
ENSG00000139618	DOID_3858	medulloblastoma
ENSG00000139618	DOID_4905	pancreatic carcinoma
ENSG00000139618	DOID_5683	hereditary breast ovarian cancer
ENSG00000139687	DOID_11054	urinary bladder cancer
ENSG00000139687	DOID_3347	osteosarcoma
ENSG00000139687	DOID_5409	lung small cell carcinoma
ENSG00000139687	DOID_768	retinoblastoma
ENSG00000139988	DOID_10584	retinitis pigmentosa
ENSG00000139988	DOID_14791	Leber congenital amaurosis
ENSG00000140092	DOID_10871	age related macular degeneration
ENSG00000140326	DOID_1338	congenital dyserythropoietic anemia
ENSG00000140416	DOID_11986	familial hypertrophic cardiomyopathy
ENSG00000140416	DOID_12930	dilated cardiomyopathy
ENSG00000140463	DOID_1935	Bardet-Biedl syndrome
ENSG00000140521	DOID_1442	Alpers syndrome
ENSG00000140521	DOID_3652	Leigh disease
ENSG00000140522	DOID_10584	retinitis pigmentosa
ENSG00000140522	DOID_11105	fundus albipunctatus
ENSG00000140525	DOID_13636	Fanconi's anemia
ENSG00000140650	DOID_5212	congenital disorder of glycosylation
ENSG00000140675	DOID_9432	renal glycosuria
ENSG00000140678	DOID_9074	systemic lupus erythematosus
ENSG00000140718	DOID_9970	obesity
ENSG00000140836	DOID_10283	prostate cancer
ENSG00000140905	DOID_9268	glycine encephalopathy
ENSG00000141012	DOID_12804	mucopolysaccharidosis IV
ENSG00000141385	DOID_1441	spinocerebellar ataxia
ENSG00000141458	DOID_14504	Niemann-Pick disease
ENSG00000141510	DOID_1520	colon carcinoma
ENSG00000141510	DOID_1612	breast cancer
ENSG00000141510	DOID_2626	choroid plexus papilloma
ENSG00000141510	DOID_3012	Li-Fraumeni syndrome
ENSG00000141510	DOID_3347	osteosarcoma
ENSG00000141510	DOID_3748	esophagus squamous cell carcinoma
ENSG00000141510	DOID_3905	lung carcinoma
ENSG00000141510	DOID_4905	pancreatic carcinoma
ENSG00000141510	DOID_684	hepatocellular carcinoma
ENSG00000141510	DOID_9256	colorectal cancer
ENSG00000141510	DOID_9261	nasopharynx carcinoma
ENSG00000141524	DOID_13777	epidermodysplasia verruciformis
ENSG00000141646	DOID_14557	primary pulmonary hypertension
ENSG00000141646	DOID_1520	colon carcinoma
ENSG00000141646	DOID_4905	pancreatic carcinoma
ENSG00000141646	DOID_9256	colorectal cancer
ENSG00000141655	DOID_3347	osteosarcoma
ENSG00000141655	DOID_5408	Paget's disease of bone
ENSG00000141736	DOID_10534	stomach cancer
ENSG00000141736	DOID_2394	ovarian cancer
ENSG00000141736	DOID_3070	malignant glioma
ENSG00000141736	DOID_3905	lung carcinoma
ENSG00000141744	DOID_10825	essential hypertension
ENSG00000141756	DOID_10871	age related macular degeneration
ENSG00000141756	DOID_12347	osteogenesis imperfecta
ENSG00000141837	DOID_1441	spinocerebellar ataxia
ENSG00000141837	DOID_963	episodic ataxia
ENSG00000141985	DOID_9119	acute myeloid leukemia
ENSG00000142168	DOID_332	amyotrophic lateral sclerosis
ENSG00000142192	DOID_10652	Alzheimer's disease
ENSG00000142192	DOID_9246	cerebral amyloid angiopathy
ENSG00000142208	DOID_13482	Proteus syndrome
ENSG00000142208	DOID_1520	colon carcinoma
ENSG00000142208	DOID_1612	breast cancer
ENSG00000142208	DOID_2394	ovarian cancer
ENSG00000142208	DOID_5419	schizophrenia
ENSG00000142208	DOID_5683	hereditary breast ovarian cancer
ENSG00000142208	DOID_9256	colorectal cancer
ENSG00000142655	DOID_10582	Refsum disease
ENSG00000142655	DOID_10588	adrenoleukodystrophy
ENSG00000142655	DOID_905	Zellweger syndrome
ENSG00000142676	DOID_1339	Diamond-Blackfan anemia
ENSG00000142867	DOID_1520	colon carcinoma
ENSG00000142867	DOID_1790	malignant mesothelioma
ENSG00000142867	DOID_2998	testicular cancer
ENSG00000142867	DOID_4440	seminoma
ENSG00000142867	DOID_5557	testicular germ cell cancer
ENSG00000142867	DOID_9256	colorectal cancer
ENSG00000143153	DOID_10825	essential hypertension
ENSG00000143224	DOID_4346	variegate porphyria
ENSG00000143248	DOID_10825	essential hypertension
ENSG00000143252	DOID_9253	gastrointestinal stromal tumor
ENSG00000143278	DOID_2211	factor XIII deficiency
ENSG00000143294	DOID_4465	papillary renal cell carcinoma
ENSG00000143341	DOID_10871	age related macular degeneration
ENSG00000143369	DOID_14498	lipoid proteinosis
ENSG00000143390	DOID_5812	MHC class II deficiency
ENSG00000143549	DOID_3969	papillary thyroid carcinoma
ENSG00000143631	DOID_1702	ichthyosis vulgaris
ENSG00000143631	DOID_3310	atopic dermatitis
ENSG00000143669	DOID_2935	Chediak-Higashi syndrome
ENSG00000143801	DOID_10652	Alzheimer's disease
ENSG00000143801	DOID_12930	dilated cardiomyopathy
ENSG00000143815	DOID_9631	Pelger-Huet anomaly
ENSG00000143819	DOID_10591	pre-eclampsia
ENSG00000143951	DOID_1935	Bardet-Biedl syndrome
ENSG00000144028	DOID_10584	retinitis pigmentosa
ENSG00000144061	DOID_12712	nephronopthisis
ENSG00000144191	DOID_13911	achromatopsia
ENSG00000144285	DOID_2481	infantile epileptic encephalopathy
ENSG00000144381	DOID_2476	hereditary spastic paraplegia
ENSG00000144452	DOID_1699	congenital ichthyosiform erythroderma
ENSG00000144554	DOID_13636	Fanconi's anemia
ENSG00000144891	DOID_10825	essential hypertension
ENSG00000145012	DOID_9119	acute myeloid leukemia
ENSG00000145020	DOID_9268	glycine encephalopathy
ENSG00000145050	DOID_4905	pancreatic carcinoma
ENSG00000145321	DOID_12361	Graves' disease
ENSG00000145321	DOID_7997	thyrotoxicosis
ENSG00000145335	DOID_12217	Lewy body dementia
ENSG00000145335	DOID_14330	Parkinson's disease
ENSG00000145354	DOID_10632	Wolfram syndrome
ENSG00000145996	DOID_9352	type 2 diabetes mellitus
ENSG00000146648	DOID_3905	lung carcinoma
ENSG00000146938	DOID_12849	autistic disorder
ENSG00000147044	DOID_14711	FG syndrome
ENSG00000147202	DOID_5426	premature ovarian failure
ENSG00000147257	DOID_2154	nephroblastoma
ENSG00000147316	DOID_10907	microcephaly
ENSG00000147548	DOID_9119	acute myeloid leukemia
ENSG00000147889	DOID_10041	familial atypical multiple mole-melanoma
ENSG00000147889	DOID_3012	Li-Fraumeni syndrome
ENSG00000148290	DOID_3652	Leigh disease
ENSG00000148400	DOID_1711	congenital aortic valve stenosis
ENSG00000148516	DOID_11555	Fuchs' endothelial dystrophy
ENSG00000148604	DOID_10584	retinitis pigmentosa
ENSG00000148672	DOID_13317	hyperinsulinemic hypoglycemia
ENSG00000148677	DOID_4297	scimitar syndrome
ENSG00000148702	DOID_2452	thrombophilia
ENSG00000148737	DOID_9352	type 2 diabetes mellitus
ENSG00000149131	DOID_14735	hereditary angioedema
ENSG00000149177	DOID_1520	colon carcinoma
ENSG00000149177	DOID_9256	colorectal cancer
ENSG00000149311	DOID_12704	ataxia telangiectasia
ENSG00000149311	DOID_1612	breast cancer
ENSG00000149397	DOID_3890	acute intermittent porphyria
ENSG00000149489	DOID_10584	retinitis pigmentosa
ENSG00000149781	DOID_6612	leukocyte adhesion deficiency
ENSG00000149948	DOID_13223	uterine fibroid
ENSG00000149948	DOID_3315	lipoma
ENSG00000150907	DOID_4051	alveolar rhabdomyosarcoma
ENSG00000150995	DOID_1441	spinocerebellar ataxia
ENSG00000151067	DOID_2843	long QT syndrome
ENSG00000151090	DOID_11633	thyroid hormone resistance syndrome
ENSG00000151208	DOID_8577	ulcerative colitis
ENSG00000151348	DOID_206	hereditary multiple exostoses
ENSG00000151577	DOID_5419	schizophrenia
ENSG00000151611	DOID_14749	methylmalonic acidemia
ENSG00000151617	DOID_6364	migraine
ENSG00000151702	DOID_3369	peripheral primitive neuroectodermal tumor
ENSG00000151704	DOID_445	Bartter disease
ENSG00000151729	DOID_11984	hypertrophic cardiomyopathy
ENSG00000151729	DOID_11986	familial hypertrophic cardiomyopathy
ENSG00000151849	DOID_10907	microcephaly
ENSG00000152556	DOID_11721	glycogen storage disease VII
ENSG00000152591	DOID_4154	dentinogenesis imperfecta
ENSG00000152591	DOID_701	dentin dysplasia
ENSG00000152601	DOID_11722	myotonic dystrophy
ENSG00000152642	DOID_9007	sudden infant death syndrome
ENSG00000152661	DOID_4534	Hallermann-Streiff syndrome
ENSG00000152661	DOID_9955	hypoplastic left heart syndrome
ENSG00000152977	DOID_2785	Dandy-Walker syndrome
ENSG00000153064	DOID_9074	systemic lupus erythematosus
ENSG00000153208	DOID_10584	retinitis pigmentosa
ENSG00000153234	DOID_14330	Parkinson's disease
ENSG00000154099	DOID_9562	primary ciliary dyskinesia
ENSG00000154277	DOID_14330	Parkinson's disease
ENSG00000154415	DOID_9352	type 2 diabetes mellitus
ENSG00000154803	DOID_1520	colon carcinoma
ENSG00000154803	DOID_9256	colorectal cancer
ENSG00000155256	DOID_2476	hereditary spastic paraplegia
ENSG00000155380	DOID_13317	hyperinsulinemic hypoglycemia
ENSG00000155657	DOID_11724	limb-girdle muscular dystrophy
ENSG00000155657	DOID_12930	dilated cardiomyopathy
ENSG00000155846	DOID_9970	obesity
ENSG00000155850	DOID_14687	diastrophic dysplasia
ENSG00000155980	DOID_2476	hereditary spastic paraplegia
ENSG00000156170	DOID_3652	Leigh disease
ENSG00000156313	DOID_10584	retinitis pigmentosa
ENSG00000156466	DOID_10426	Klippel-Feil syndrome
ENSG00000156466	DOID_10629	microphthalmia
ENSG00000156466	DOID_12270	coloboma
ENSG00000156475	DOID_1441	spinocerebellar ataxia
ENSG00000156574	DOID_758	situs inversus
ENSG00000156738	DOID_12177	common variable immunodeficiency
ENSG00000156970	DOID_1520	colon carcinoma
ENSG00000156970	DOID_9256	colorectal cancer
ENSG00000157017	DOID_9970	obesity
ENSG00000157152	DOID_5419	schizophrenia
ENSG00000157212	DOID_10652	Alzheimer's disease
ENSG00000157404	DOID_12309	urticaria pigmentosa
ENSG00000157404	DOID_2998	testicular cancer
ENSG00000157404	DOID_3263	piebaldism
ENSG00000157404	DOID_350	mastocytosis
ENSG00000157404	DOID_4440	seminoma
ENSG00000157404	DOID_5557	testicular germ cell cancer
ENSG00000157404	DOID_9119	acute myeloid leukemia
ENSG00000157404	DOID_9253	gastrointestinal stromal tumor
ENSG00000157554	DOID_3369	peripheral primitive neuroectodermal tumor
ENSG00000157764	DOID_14291	LEOPARD syndrome
ENSG00000157764	DOID_1520	colon carcinoma
ENSG00000157764	DOID_3490	Noonan syndrome
ENSG00000157764	DOID_3905	lung carcinoma
ENSG00000157764	DOID_9256	colorectal cancer
ENSG00000157765	DOID_12117	pulmonary alveolar microlithiasis
ENSG00000157766	DOID_84	osteochondritis dissecans
ENSG00000157911	DOID_10582	Refsum disease
ENSG00000157911	DOID_10588	adrenoleukodystrophy
ENSG00000157911	DOID_905	Zellweger syndrome
ENSG00000158169	DOID_13636	Fanconi's anemia
