ensg	id	name
ENSG00000110243	145750	HYPERTRIGLYCERIDEMIA, FAMILIAL 
ENSG00000110245	143470	HYPERALPHALIPOPROTEINEMIA 1 
ENSG00000110245	614028	HYPERALPHALIPOPROTEINEMIA 2 
ENSG00000110324	613148	INFLAMMATORY BOWEL DISEASE 28, AUTOSOMAL RECESSIVE 
ENSG00000110395	613563	NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC 
ENSG00000110400	225000	ROSSELLI-GULIENETTISYNDROME
ENSG00000110400	225060	CLEFT LIP/PALATE-ECTODERMAL DYSPLASIA SYNDROME 
ENSG00000110435	245349	PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY 
ENSG00000110628	114480	BREAST CANCER 
ENSG00000110628	211980	LUNG CANCER 
ENSG00000110628	268210	RHABDOMYOSARCOMA 1 
ENSG00000110651	613496	IMMUNODEFICIENCY, COMMON VARIABLE, 6 
ENSG00000110711	102200	PITUITARY ADENOMA, GROWTH HORMONE-SECRETING 
ENSG00000110711	219090	PITUITARY ADENOMA, ACTH-SECRETING 
ENSG00000110711	600634	PITUITARY ADENOMA, PROLACTIN-SECRETING 
ENSG00000110717	252010	MITOCHONDRIAL COMPLEX I DEFICIENCY 
ENSG00000110717	256000	LEIGH SYNDROME 
ENSG00000110719	259700	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1 
ENSG00000110756	203300	HERMANSKY-PUDLAK SYNDROME 1 
ENSG00000110756	614074	HERMANSKY-PUDLAK SYNDROME 5 
ENSG00000110799	193400	VON WILLEBRAND DISEASE, TYPE 1 
ENSG00000110799	277480	VON WILLEBRAND DISEASE, TYPE 3 
ENSG00000110799	613554	VON WILLEBRAND DISEASE, TYPE 2 
ENSG00000110887	181500	SCHIZOPHRENIA 
ENSG00000110911	206100	ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 
ENSG00000110921	260920	HYPER-IgD SYNDROME 
ENSG00000110921	610377	MEVALONIC ACIDURIA 
ENSG00000111012	264700	VITAMIN D HYDROXYLATION-DEFICIENT RICKETS, TYPE 1A 
ENSG00000111046	160150	MYOPATHY, CENTRONUCLEAR, 1 
ENSG00000111046	300376	MUSCULAR DYSTROPHY, BECKER TYPE 
ENSG00000111046	310200	MUSCULAR DYSTROPHY, DUCHENNE TYPE 
ENSG00000111046	614408	MYOPATHY, CENTRONUCLEAR, 3 
ENSG00000111057	215600	CIRRHOSIS, FAMILIAL 
ENSG00000111199	113500	BRACHYOLMIA TYPE 3 
ENSG00000111199	156530	METATROPIC DYSPLASIA 
ENSG00000111199	168400	PARASTREMMATIC DWARFISM 
ENSG00000111199	181405	SCAPULOPERONEAL SPINAL MUSCULAR ATROPHY 
ENSG00000111199	184095	SPONDYLOEPIPHYSEAL DYSPLASIA, MAROTEAUX TYPE 
ENSG00000111199	184252	SPONDYLOMETAPHYSEAL DYSPLASIA, KOZLOWSKI TYPE 
ENSG00000111199	600175	SPINAL MUSCULAR ATROPHY, DISTAL, CONGENITAL NONPROGRESSIVE 
ENSG00000111199	606071	HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC 
ENSG00000111199	613508	SODIUM SERUM LEVEL QUANTITATIVE TRAIT LOCUS 1 
ENSG00000111245	608758	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10 
ENSG00000111252	133100	ERYTHROCYTOSIS, FAMILIAL, 1 
ENSG00000111252	187950	THROMBOCYTHEMIA, ESSENTIAL 
ENSG00000111252	222100	DIABETESMELLITUS,INSULIN-DEPENDENT
ENSG00000111252	254450	MYELOFIBROSIS 
ENSG00000111252	612011	CELIACDISEASE,SUSCEPTIBILITYTO,13
ENSG00000111262	160120	EPISODIC ATAXIA, TYPE 1 
ENSG00000111275	610251	ALCOHOL SENSITIVITY, ACUTE 
ENSG00000111276	610755	MULTIPLE ENDOCRINE NEOPLASIA, TYPE IV 
ENSG00000111319	264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE 
ENSG00000111319	613021	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 2 
ENSG00000111341	245150	KEUTEL SYNDROME 
ENSG00000111361	603896	LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER 
ENSG00000111424	166710	OSTEOPOROSIS 
ENSG00000111424	277440	VITAMIN D-DEPENDENT RICKETS, TYPE 2A 
ENSG00000111424	607948	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO 
ENSG00000111537	191100	TUBEROUS SCLEROSIS 1 
ENSG00000111537	607948	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO 
ENSG00000111537	609135	APLASTIC ANEMIA 
ENSG00000111537	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO 
ENSG00000111537	609532	HEPATITIS C VIRUS, SUSCEPTIBILITY TO 
ENSG00000111537	613254	TUBEROUS SCLEROSIS 2 
ENSG00000111664	145500	HYPERTENSION, ESSENTIAL 
ENSG00000111670	252500	MUCOLIPIDOSIS II ALPHA/BETA 
ENSG00000111670	252600	MUCOLIPIDOSIS III ALPHA/BETA 
ENSG00000111676	125370	DENTATORUBRAL-PALLIDOLUYSIAN ATROPHY 
ENSG00000111700	237450	HYPERBILIRUBINEMIA, ROTOR TYPE 
ENSG00000111713	240600	GLYCOGEN STORAGE DISEASE 0, LIVER 
ENSG00000111716	614128	LACTATE DEHYDROGENASE B DEFICIENCY 
ENSG00000111732	605258	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 2 
ENSG00000111834	612649	CILIARY DYSKINESIA, PRIMARY, 11 
ENSG00000111837	614181	RETINITIS PIGMENTOSA 62 
ENSG00000111846	110800	BLOOD GROUP--I SYSTEM 
ENSG00000111846	212500	CATARACT,CONGENITALORJUVENILE
ENSG00000112038	600669	EPILEPSY,IDIOPATHICGENERALIZED
ENSG00000112039	227650	FANCONI ANEMIA, COMPLEMENTATION GROUP A 
ENSG00000112039	600901	FANCONI ANEMIA, COMPLEMENTATION GROUP E 
ENSG00000112041	600132	RETINITIS PIGMENTOSA 14 
ENSG00000112041	613843	LEBER CONGENITAL AMAUROSIS 15 
ENSG00000112077	185000	STOMATOCYTOSISI
ENSG00000112077	268150	RH-NULL, REGULATOR TYPE 
ENSG00000112096	612634	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6 
ENSG00000112116	613956	CANDIDIASIS, FAMILIAL, 6 
ENSG00000112144	612651	ENDOCRINE-CEREBROOSTEODYSPLASIA 
ENSG00000112210	201000	CARPENTER SYNDROME 
ENSG00000112246	601665	OBESITY 
ENSG00000112280	614134	STICKLER SYNDROME, TYPE IV 
ENSG00000112280	614135	EPIPHYSEAL DYSPLASIA, MULTIPLE, 6 
ENSG00000112282	614249	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 18 
ENSG00000112294	271980	SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY 
ENSG00000112319	601316	DEAFNESS, AUTOSOMAL DOMINANT 10 
ENSG00000112319	605362	CARDIOMYOPATHY, DILATED, 1J 
ENSG00000112320	613671	MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS 
ENSG00000112335	601349	MICROPHTHALMIA,SYNDROMIC8
ENSG00000112357	215100	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1 
ENSG00000112357	266500	REFSUM DISEASE, ADULT 
ENSG00000112357	601539	PEROXISOME BIOGENESIS DISORDERS 
ENSG00000112365	614069	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 
ENSG00000112367	611228	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J 
ENSG00000112367	611637	PRIMARYLATERALSCLEROSIS,ADULT,1
ENSG00000112367	612577	AMYOTROPHIC LATERAL SCLEROSIS 11 
ENSG00000112414	606255	STATUREASAQUANTITATIVETRAIT
ENSG00000112425	254780	MYOCLONIC EPILEPSY OF LAFORA 
ENSG00000112493	604571	BARE LYMPHOCYTE SYNDROME, TYPE I 
ENSG00000112530	607572	LEPROSY,SUSCEPTIBILITYTO,2
ENSG00000112562	125400	DENTIN DYSPLASIA, TYPE I 
ENSG00000112592	168600	PARKINSON DISEASE, LATE-ONSET 
ENSG00000112592	607136	SPINOCEREBELLAR ATAXIA 17 
ENSG00000112599	613827	RETINITIS PIGMENTOSA 48 
ENSG00000112619	136880	FUNDUS ALBIPUNCTATUS 
ENSG00000112619	169150	PATTERNED DYSTROPHY OF RETINAL PIGMENT EPITHELIUM 
ENSG00000112619	268000	RETINITIS PIGMENTOSA 
ENSG00000112619	608133	RETINITIS PIGMENTOSA 7 
ENSG00000112619	608161	MACULAR DYSTROPHY, VITELLIFORM, ADULT-ONSET 
ENSG00000112619	613105	CHOROIDAL DYSTROPHY, CENTRAL AREOLAR 2 
ENSG00000112715	125853	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
ENSG00000112715	603933	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 1 
ENSG00000112761	208230	ARTHROPATHY, PROGRESSIVE PSEUDORHEUMATOID, OF CHILDHOOD 
ENSG00000112855	233400	PERRAULT SYNDROME 
ENSG00000112902	123450	CRI-DU-CHAT SYNDROME 
ENSG00000112936	610102	COMPLEMENT COMPONENT 7 DEFICIENCY 
ENSG00000112964	143890	HYPERCHOLESTEROLEMIA, AUTOSOMAL DOMINANT 
ENSG00000112964	262500	LARON SYNDROME 
ENSG00000112964	604271	SHORT STATURE, IDIOPATHIC, AUTOSOMAL 
ENSG00000113083	219100	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IA 
ENSG00000113231	609161	STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 
ENSG00000113231	614190	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 3 
ENSG00000113249	147050	IgE RESPONSIVENESS, ATOPIC 
ENSG00000113262	257270	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B 
ENSG00000113263	613011	LYMPHOPROLIFERATIVE SYNDROME, EBV-ASSOCIATED, AUTOSOMAL, 1 
ENSG00000113273	253200	MUCOPOLYSACCHARIDOSIS TYPE VI 
ENSG00000113273	272200	MULTIPLE SULFATASE DEFICIENCY 
ENSG00000113282	181510	SCHIZOPHRENIA1
ENSG00000113302	177900	PSORIASIS SUSCEPTIBILITY 1 
ENSG00000113302	209950	ATYPICAL MYCOBACTERIOSIS, FAMILIAL 
ENSG00000113302	600807	ASTHMA, SUSCEPTIBILITY TO 
ENSG00000113302	612599	PSORIASISSUSCEPTIBILITY11
ENSG00000113318	608089	ENDOMETRIAL CANCER 
ENSG00000113327	604233	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 1 
ENSG00000113327	607208	DRAVET SYNDROME 
ENSG00000113327	607681	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2 
ENSG00000113327	611277	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 3 
ENSG00000113368	169500	LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT 
ENSG00000113448	606799	STROKE,SUSCEPTIBILITYTO,1
ENSG00000113520	601367	STROKE, ISCHEMIC 
ENSG00000113522	613078	NIJMEGEN BREAKAGE SYNDROME-LIKE DISORDER 
ENSG00000113594	601559	STUVE-WIEDEMANN SYNDROME 
ENSG00000113600	613825	COMPLEMENT COMPONENT 9 DEFICIENCY 
ENSG00000113721	131440	MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA 
ENSG00000113721	607685	HYPEREOSINOPHILIC SYNDROME, IDIOPATHIC 
ENSG00000113851	607417	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 2 
ENSG00000113851	613792	CHROMOSOME 3pter-p25 DELETION SYNDROME 
ENSG00000113889	228960	HIGH MOLECULAR WEIGHT KININOGEN DEFICIENCY 
ENSG00000113905	613116	THROMBOPHILIA DUE TO HISTIDINE-RICH GLYCOPROTEIN DEFICIENCY 
ENSG00000113916	613024	FOLLICULARLYMPHOMA,SUSCEPTIBILITYTO,1
ENSG00000113924	203500	ALKAPTONURIA 
ENSG00000113946	248250	HYPOMAGNESEMIA 3, RENAL 
ENSG00000113946	611718	HYPOMAGNESEMIA 4, RENAL 
ENSG00000113966	209900	BARDET-BIEDL SYNDROME 
ENSG00000113966	613575	RETINITIS PIGMENTOSA 55 
ENSG00000113971	208540	RENAL-HEPATIC-PANCREATIC DYSPLASIA 
ENSG00000113971	267010	MECKEL SYNDROME, TYPE 7 
ENSG00000113971	604387	NEPHRONOPHTHISIS 3 
ENSG00000114026	144700	RENAL CELL CARCINOMA, NONPAPILLARY 
ENSG00000114054	606054	PROPIONIC ACIDEMIA 
ENSG00000114062	105830	ANGELMAN SYNDROME 
ENSG00000114209	603285	CEREBRAL CAVERNOUS MALFORMATIONS 3 
ENSG00000114251	180700	ROBINOW SYNDROME, AUTOSOMAL DOMINANT 
ENSG00000114270	131705	TRANSIENT BULLOUS DERMOLYSIS OF THE NEWBORN 
ENSG00000114270	131750	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL DOMINANT 
ENSG00000114270	131850	EPIDERMOLYSIS BULLOSA DYSTROPHICA, PRETIBIAL 
ENSG00000114270	132000	EPIDERMOLYSIS BULLOSA WITH CONGENITAL LOCALIZED ABSENCE OF SKIN AND 
ENSG00000114270	226600	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE 
ENSG00000114270	604129	EPIDERMOLYSIS BULLOSA PRURIGINOSA 
ENSG00000114270	607523	NAIL DISORDER, NONSYNDROMIC CONGENITAL, 8 
ENSG00000114270	607600	EPIDERMOLYSISBULLOSASIMPLEXSUPERFICIALIS
ENSG00000114349	610444	NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 3 
ENSG00000114353	192605	VENTRICULAR TACHYCARDIA, FAMILIAL 
ENSG00000114354	188550	THYROID CARCINOMA, PAPILLARY 
ENSG00000114354	612237	CHONDROSARCOMA, EXTRASKELETAL MYXOID 
ENSG00000114374	415000	SPERMATOGENIC FAILURE, Y-LINKED, 2 
ENSG00000114378	601492	MUCOPOLYSACCHARIDOSIS TYPE IX 
ENSG00000114480	232500	GLYCOGEN STORAGE DISEASE IV 
ENSG00000114480	263570	POLYGLUCOSAN BODY DISEASE, ADULT FORM 
ENSG00000114491	258900	OROTIC ACIDURIA 
ENSG00000114737	607948	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO 
ENSG00000114737	611162	MALARIA, SUSCEPTIBILITY TO 
ENSG00000114737	614383	BACTEREMIA, SUSCEPTIBILITY TO, 2 
ENSG00000114739	613751	HETEROTAXY, VISCERAL, 4, AUTOSOMAL 
ENSG00000114786	609924	AMINOACYLASE 1 DEFICIENCY 
ENSG00000114854	192600	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1 
ENSG00000114854	611879	CARDIOMYOPATHY, DILATED, 1Z 
ENSG00000114854	613243	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 13 
ENSG00000114859	254770	EPILEPSY, MYOCLONIC JUVENILE 
ENSG00000114859	607628	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11 
ENSG00000114859	607631	EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1 
ENSG00000114859	607682	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9 
ENSG00000114861	613670	MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES 
ENSG00000114867	614251	PARKINSON DISEASE 18 
ENSG00000114956	251880	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE) 
ENSG00000115020	121850	CORNEAL DYSTROPHY, FLECK 
ENSG00000115138	601665	OBESITY 
ENSG00000115138	609734	PROOPIOMELANOCORTIN DEFICIENCY 
ENSG00000115155	601071	DEAFNESS, AUTOSOMAL RECESSIVE 9 
ENSG00000115159	125853	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
ENSG00000115170	135100	FIBRODYSPLASIA OSSIFICANS PROGRESSIVA 
ENSG00000115204	251880	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE) 
ENSG00000115204	256810	MITOCHONDRIAL DNA DEPLETION SYNDROME 6 (HEPATOCEREBRAL TYPE) 
ENSG00000115211	603896	LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER 
ENSG00000115267	275000	GRAVESDISEASE
ENSG00000115267	610155	DIABETESMELLITUS,INSULIN-DEPENDENT,19
ENSG00000115275	606056	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIb 
ENSG00000115286	252010	MITOCHONDRIAL COMPLEX I DEFICIENCY 
ENSG00000115286	256000	LEIGH SYNDROME 
ENSG00000115317	168600	PARKINSON DISEASE, LATE-ONSET 
ENSG00000115317	610297	PARKINSON DISEASE 13, AUTOSOMAL DOMINANT 
ENSG00000115339	211900	TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL 
ENSG00000115361	201475	ACYL-CoA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF 
ENSG00000115380	126600	DOYNE HONEYCOMB RETINAL DYSTROPHY 
ENSG00000115386	167800	PANCREATITIS, HEREDITARY 
ENSG00000115392	227650	FANCONI ANEMIA, COMPLEMENTATION GROUP A 
ENSG00000115392	614083	FANCONI ANEMIA, COMPLEMENTATION GROUP L 
ENSG00000115414	601894	GLOMERULOPATHY WITH FIBRONECTIN DEPOSITS 2 
ENSG00000115414	614101	PLASMAFIBRONECTINDEFICIENCY
ENSG00000115415	209950	ATYPICAL MYCOBACTERIOSIS, FAMILIAL 
ENSG00000115415	613796	MYCOBACTERIAL AND VIRAL INFECTIONS, SUSCEPTIBILITY TO, AUTOSOMAL RECESSIVE 
ENSG00000115415	614162	CANDIDIASIS, FAMILIAL, 7 
ENSG00000115474	193230	VITREORETINAL DEGENERATION, SNOWFLAKE TYPE 
ENSG00000115474	614186	LEBER CONGENITAL AMAUROSIS 16 
ENSG00000115486	277450	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1 
ENSG00000115486	610842	PSEUDOXANTHOMA ELASTICUM-LIKE DISORDER WITH MULTIPLE COAGULATION FACTOR 
ENSG00000115504	611868	PROSTATE CANCER, HEREDITARY, 12 
ENSG00000115524	614286	MYELODYSPLASTIC SYNDROME 
ENSG00000115525	609056	AMISH INFANTILE EPILEPSY SYNDROME 
ENSG00000115648	609227	GRISCELLI SYNDROME, TYPE 3 
ENSG00000115705	274500	THYROID DYSHORMONOGENESIS 2A 
ENSG00000115718	176860	THROMBOPHILIA, HEREDITARY, DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL 
ENSG00000115718	188050	THROMBOSIS, SUSCEPTIBILITY TO 
ENSG00000115718	612304	THROMBOPHILIA, HEREDITARY, DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL 
ENSG00000115758	114500	COLORECTAL CANCER 
ENSG00000115827	241080	HYPOGONADISM, ALOPECIA, DIABETES MELLITUS, MENTAL RETARDATION, AND 
ENSG00000115839	600118	WARBURG MICRO SYNDROME 1 
ENSG00000115840	612949	HYPOMYELINATION, GLOBAL CEREBRAL 
ENSG00000115850	223000	LACTASE DEFICIENCY, CONGENITAL 
ENSG00000115850	223100	LACTOSE INTOLERANCE, ADULT TYPE 
ENSG00000115904	135300	FIBROMATOSIS, GINGIVAL, 1 
ENSG00000115904	163950	NOONAN SYNDROME 1 
ENSG00000115904	610733	NOONAN SYNDROME 4 
ENSG00000115919	236800	HYDROXYKYNURENINURIA
ENSG00000115947	613800	MEIER-GORLIN SYNDROME 2 
ENSG00000116014	146110	HYPOGONADOTROPIC HYPOGONADISM 
ENSG00000116014	176400	PRECOCIOUS PUBERTY, CENTRAL 
ENSG00000116016	611783	ERYTHROCYTOSIS, FAMILIAL, 4 
ENSG00000116030	613705	OROFACIAL CLEFT 10 
ENSG00000116031	613393	BIRBECK GRANULE DEFICIENCY 
ENSG00000116039	267300	RENAL TUBULAR ACIDOSIS, DISTAL, WITH PROGRESSIVE NERVE DEAFNESS 
ENSG00000116062	276300	MISMATCH REPAIR CANCER SYNDROME 
ENSG00000116062	604370	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1 
ENSG00000116062	608089	ENDOMETRIAL CANCER 
ENSG00000116062	614350	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 5 
ENSG00000116096	612716	DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY 
ENSG00000116127	203800	ALSTROM SYNDROME 
ENSG00000116132	202650	AGNATHIA-OTOCEPHALY COMPLEX 
ENSG00000116133	602398	DESMOSTEROLOSIS 
ENSG00000116171	613724	LEUKOENCEPHALOPATHY WITH DYSTONIA AND MOTOR NEUROPATHY 
ENSG00000116218	600995	NEPHROTIC SYNDROME, TYPE 2 
ENSG00000116288	105500	AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1 
ENSG00000116288	168600	PARKINSON DISEASE, LATE-ONSET 
ENSG00000116288	606324	PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET 
ENSG00000116586	610798	IMMUNODEFICIENCY DUE TO DEFECT IN MAPBP-INTERACTING PROTEIN 
ENSG00000116688	601152	HEREDITARY MOTOR AND SENSORY NEUROPATHY VI 
ENSG00000116688	609260	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A2 
ENSG00000116690	208250	CAMPTODACTYLY-ARTHROPATHY-COXA VARA-PERICARDITIS SYNDROME 
ENSG00000116701	233710	GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME b-POSITIVE, 
ENSG00000116704	269250	SCHNECKENBECKEN DYSPLASIA 
ENSG00000116745	204100	LEBER CONGENITAL AMAUROSIS 2 
ENSG00000116745	613794	RETINITIS PIGMENTOSA 20 
ENSG00000116761	219500	CYSTATHIONINURIA 
ENSG00000116785	235400	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1 
ENSG00000116785	603075	MACULAR DEGENERATION, AGE-RELATED, 1 
ENSG00000116906	222765	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 2 
ENSG00000116957	241410	HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME 
ENSG00000116957	244460	KENNY-CAFFEY SYNDROME, TYPE 1 
ENSG00000116984	119530	OROFACIALCLEFT1
ENSG00000116984	190685	DOWN SYNDROME 
ENSG00000116984	250940	METHYLCOBALAMIN DEFICIENCY, cblG TYPE 
ENSG00000116984	601634	NEURAL TUBE DEFECTS, FOLATE-SENSITIVE 
ENSG00000117013	600101	DEAFNESS, AUTOSOMAL DOMINANT 2A 
ENSG00000117054	201450	ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF 
ENSG00000117118	115310	PARAGANGLIOMAS 4 
ENSG00000117118	171300	PHEOCHROMOCYTOMA 
ENSG00000117118	606764	GASTROINTESTINAL STROMAL TUMOR 
ENSG00000117118	606864	PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA 
ENSG00000117118	612359	COWDEN-LIKE SYNDROME 
ENSG00000117152	181500	SCHIZOPHRENIA 
ENSG00000117152	604906	SCHIZOPHRENIA 9 
ENSG00000117298	145500	HYPERTENSION, ESSENTIAL 
ENSG00000117298	613870	HIRSCHSPRUNG DISEASE, CARDIAC DEFECTS, AND AUTONOMIC DYSFUNCTION 
ENSG00000117305	246450	3-@HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY 
ENSG00000117308	230350	GALACTOSE EPIMERASE DEFICIENCY 
ENSG00000117322	610927	SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 9 
ENSG00000117335	235400	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1 
ENSG00000117335	612922	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2 
ENSG00000117360	601414	RETINITIS PIGMENTOSA 18 
ENSG00000117385	610915	OSTEOGENESIS IMPERFECTA, TYPE VIII 
ENSG00000117394	606777	GLUT1 DEFICIENCY SYNDROME 1 
ENSG00000117394	612126	GLUT1 DEFICIENCY SYNDROME 2 
ENSG00000117400	187950	THROMBOCYTHEMIA, ESSENTIAL 
ENSG00000117400	263300	POLYCYTHEMIA VERA 
ENSG00000117400	604498	AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL 
ENSG00000117425	155255	MEDULLOBLASTOMA 
ENSG00000117425	605462	BASALCELLCARCINOMA,SUSCEPTIBILITYTO,1
ENSG00000117425	613545	MACROSTOMIA,ISOLATED
ENSG00000117479	249270	THIAMINE-RESPONSIVE MEGALOBLASTIC ANEMIA SYNDROME 
ENSG00000117560	152700	SYSTEMIC LUPUS ERYTHEMATOSUS 
ENSG00000117560	601859	AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME 
ENSG00000117586	152700	SYSTEMIC LUPUS ERYTHEMATOSUS 
ENSG00000117586	608446	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO 
ENSG00000117593	611105	LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND 
ENSG00000117594	604931	CORTISONE REDUCTASE DEFICIENCY 
ENSG00000117595	119300	VAN DER WOUDE SYNDROME 1 
ENSG00000117595	119500	POPLITEAL PTERYGIUM SYNDROME 
ENSG00000117595	608864	OROFACIAL CLEFT 6, SUSCEPTIBILITY TO 
ENSG00000117601	188050	THROMBOSIS, SUSCEPTIBILITY TO 
ENSG00000117601	613118	ANTITHROMBIN III DEFICIENCY 
ENSG00000117682	613861	RETINITIS PIGMENTOSA 59 
ENSG00000117983	178500	PULMONARY FIBROSIS, IDIOPATHIC 
ENSG00000117983	604809	PANBRONCHIOLITIS,DIFFUSE
ENSG00000117984	610127	CEROID LIPOFUSCINOSIS, NEURONAL, 10 
ENSG00000118004	265050	3MC SYNDROME 2 
ENSG00000118046	175200	PEUTZ-JEGHERS SYNDROME 
ENSG00000118046	273300	TESTICULAR GERM CELL TUMOR 
ENSG00000118094	612119	TREHALASEDEFICIENCY
ENSG00000118137	105200	AMYLOIDOSIS, FAMILIAL VISCERAL 
ENSG00000118137	205400	TANGIER DISEASE 
ENSG00000118137	254500	MYELOMA, MULTIPLE 
ENSG00000118137	604091	HYPOALPHALIPOPROTEINEMIA, PRIMARY 
ENSG00000118194	115195	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 2 
ENSG00000118194	601494	CARDIOMYOPATHY, DILATED, 1D 
ENSG00000118194	612422	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3 
ENSG00000118231	115700	CATARACT, CRYSTALLINE ACULEIFORM 
ENSG00000118231	115800	CATARACT,CRYSTALLINECORALLIFORM
ENSG00000118231	601286	CATARACT, NONNUCLEAR POLYMORPHIC CONGENITAL, AUTOSOMAL DOMINANT 
ENSG00000118231	604219	CATARACT, AUTOSOMAL DOMINANT 
ENSG00000118231	604307	CATARACT, COPPOCK-LIKE 
ENSG00000118231	608983	CATARACT, CONGENITAL, CERULEAN TYPE, 3 
ENSG00000118246	220110	MITOCHONDRIAL COMPLEX IV DEFICIENCY 
